timestep,A0A1,A0B0,A1A0,A1A2,A1B1,A2A1,A2A3,A2B2,A3A2,A3B3,B0A0,B0B1,B0C0,B1A1,B1B0,B1B2,B1C1,B2A2,B2B1,B2B3,B2C2,B3A3,B3B2,B3C3,C0B0,C0C1,C0D0,C1B1,C1C0,C1C2,C1D1,C2B2,C2C1,C2C3,C2D2,C3B3,C3C2,C3D3,D0C0,D0D1,D1C1,D1D0,D1D2,D2C2,D2D1,D2D3,D3C3,D3D2
133,3,0,0,0,7,0,0,8,0,0,1,3,0,0,3,1,2,0,0,0,2,0,0,0,1,1,0,2,1,1,2,3,2,0,0,0,0,1,1,0,2,0,5,10,1,0,0,0
134,3,0,0,0,7,0,0,8,0,0,1,3,0,0,3,1,2,0,0,0,2,0,0,0,1,2,0,2,1,1,1,3,3,0,0,0,0,1,1,0,2,0,6,10,0,0,0,1
135,3,0,0,0,8,0,0,8,0,0,1,3,1,0,2,2,2,0,0,0,2,0,0,0,1,3,0,2,1,1,1,3,3,0,0,0,0,1,1,0,2,0,6,11,0,0,0,1
136,2,0,0,0,7,0,0,6,0,0,1,3,1,0,2,2,1,0,0,0,2,0,0,0,0,3,0,1,1,1,1,2,3,0,0,0,0,0,1,0,1,0,7,9,0,0,0,1
137,2,0,0,1,8,0,0,6,0,0,1,3,2,0,2,2,1,0,0,0,1,0,0,0,0,3,0,1,0,1,1,2,3,0,0,0,0,0,1,0,1,0,7,9,0,0,0,2
138,1,0,0,1,8,0,0,6,0,0,1,3,2,0,2,2,1,0,1,0,1,0,0,0,0,4,0,1,0,1,1,3,3,0,0,0,0,0,0,0,1,0,5,9,0,0,0,2
139,1,0,0,1,7,0,0,4,0,0,0,3,2,0,1,2,1,0,1,0,1,0,0,0,0,5,0,0,0,1,1,3,3,0,0,0,1,0,0,0,0,0,5,9,0,0,0,2
140,1,0,0,1,8,0,0,4,0,0,0,4,2,1,1,2,2,1,1,0,2,0,0,0,0,5,0,1,0,1,0,3,3,0,0,0,2,0,0,0,0,0,5,9,0,1,0,2
141,0,0,0,2,8,0,0,4,0,0,0,4,2,1,1,2,2,1,2,1,1,0,1,0,0,5,0,1,0,1,0,3,3,0,1,0,2,0,0,0,0,1,3,9,0,1,0,2
142,0,0,0,2,8,0,0,2,0,0,0,4,2,2,1,2,2,1,2,1,2,0,1,0,0,4,0,2,0,1,0,2,3,0,1,0,2,0,0,0,0,1,3,10,0,1,0,2
143,0,0,0,3,7,0,0,2,0,0,0,4,3,2,0,2,2,1,2,2,2,0,2,0,0,4,0,2,0,1,0,2,3,0,1,0,2,0,0,0,0,1,2,9,0,2,0,2
144,0,0,0,4,7,0,0,1,0,0,0,5,3,3,0,2,2,1,2,2,4,0,2,0,0,4,0,2,0,1,0,2,4,0,1,0,2,0,0,0,0,1,2,9,0,3,0,1
145,0,0,0,3,7,0,0,1,0,0,0,5,3,3,0,2,1,1,2,2,5,0,2,0,0,3,0,2,0,1,0,1,4,0,1,0,2,0,0,0,0,1,1,9,0,4,0,1
146,0,0,0,3,6,0,0,0,0,0,0,5,2,3,0,2,2,2,2,2,7,0,2,0,0,3,0,2,0,2,0,1,4,0,1,0,2,0,0,0,0,1,1,8,1,4,0,0
147,0,0,0,3,6,0,1,0,0,0,0,5,2,4,0,2,2,1,2,2,6,0,2,0,0,3,0,2,0,2,0,1,4,0,1,0,2,0,0,0,0,1,1,8,1,3,0,0
148,0,0,0,3,6,0,1,0,0,0,0,5,2,3,0,2,1,1,1,2,7,0,2,0,0,4,0,1,0,3,0,0,4,0,1,0,2,0,0,0,0,1,1,8,2,3,0,0
149,0,0,0,2,5,0,1,0,0,1,0,5,2,3,0,2,1,1,1,2,6,0,2,0,0,3,0,1,0,3,0,0,4,0,1,0,2,0,0,0,0,1,1,8,2,3,1,0
150,0,0,1,2,5,0,1,1,0,1,0,5,1,3,0,2,1,2,0,1,6,0,2,0,0,3,0,0,0,3,1,0,4,0,1,0,2,0,0,0,0,0,0,8,2,2,1,0
151,0,0,1,1,5,0,1,1,0,2,0,5,1,2,1,2,1,2,0,1,4,0,3,0,0,3,0,0,0,3,1,0,4,0,2,0,2,0,0,0,0,0,0,9,2,1,1,1
152,0,0,1,1,4,0,1,2,0,2,0,5,1,2,1,3,1,2,0,1,4,0,3,0,0,3,0,0,0,3,1,0,4,0,3,0,2,0,0,0,0,0,0,9,2,0,2,2
153,0,0,2,1,4,0,1,2,0,2,0,5,0,2,1,3,0,2,0,0,3,1,3,0,0,4,0,0,0,3,1,0,4,0,4,0,2,0,0,0,0,0,0,10,2,0,2,2
154,0,0,2,0,3,0,0,2,0,2,0,5,0,1,2,3,0,1,0,0,2,1,3,0,0,4,0,0,0,3,1,0,4,0,4,0,2,0,0,0,0,0,0,10,1,0,2,2
155,0,0,2,0,3,1,0,3,0,3,0,5,0,1,2,4,0,1,0,0,1,2,4,0,0,5,0,0,0,3,2,0,5,0,5,0,2,0,0,0,0,0,0,9,1,0,2,2
156,0,0,3,0,3,2,1,3,0,3,0,5,0,1,2,4,0,1,0,0,0,2,4,0,0,5,0,0,0,3,2,0,5,0,5,0,2,0,0,0,0,1,0,9,0,0,1,2
157,0,0,3,0,2,2,1,3,0,3,0,5,0,0,2,5,1,1,0,0,0,2,4,0,0,5,0,0,0,2,1,0,5,0,5,0,2,0,0,0,0,1,0,9,0,0,1,2
158,0,0,2,0,2,2,1,2,0,2,0,5,0,0,2,5,2,0,0,0,0,2,4,0,0,5,0,0,0,2,1,0,6,0,5,0,2,0,0,0,0,2,0,9,0,0,1,2
159,0,1,3,0,1,2,1,2,0,2,0,6,0,0,1,5,2,0,0,0,0,2,4,0,0,5,0,0,0,2,1,0,6,0,4,0,2,0,0,0,0,2,0,9,0,1,0,2
160,0,1,3,0,1,2,1,1,0,2,0,6,0,0,1,6,2,0,0,0,1,2,5,0,0,5,0,0,0,2,1,0,6,0,3,0,2,0,0,0,0,2,0,8,0,1,0,1
161,0,1,3,1,1,2,1,1,0,1,0,6,1,0,1,6,2,0,0,0,2,2,5,0,0,5,0,0,0,1,1,0,7,0,3,0,2,0,0,0,0,2,0,9,0,1,0,1
162,0,1,3,2,0,1,1,1,0,1,0,7,1,0,0,7,2,0,0,0,2,2,5,0,0,5,0,0,0,1,0,0,7,0,2,0,2,0,0,0,0,2,0,9,0,2,0,0
163,0,1,2,2,0,1,1,0,0,1,1,7,1,0,0,7,2,0,0,0,2,1,6,0,0,5,0,0,0,1,0,0,8,0,2,0,2,0,0,0,0,2,0,8,0,2,0,0
164,0,1,2,2,0,1,0,0,1,0,1,7,2,0,0,7,2,0,0,0,2,1,6,0,0,5,0,0,0,1,0,0,8,0,1,0,2,0,0,0,0,2,0,9,0,2,0,0
165,0,2,1,2,0,1,0,0,1,1,2,7,2,0,0,8,1,0,0,0,2,0,6,0,0,5,0,0,0,1,0,0,8,0,1,0,2,0,0,0,0,3,0,9,0,2,0,0
166,0,2,1,2,1,0,0,0,1,1,2,7,2,0,0,8,1,0,0,0,2,0,6,1,0,5,0,0,1,1,0,0,8,0,1,0,2,0,1,0,0,3,0,9,0,3,0,0
167,0,1,0,2,1,0,0,0,2,1,2,8,2,0,0,8,0,0,0,0,1,0,6,1,0,5,0,0,1,1,0,0,8,0,0,0,2,0,1,0,0,3,0,9,0,2,0,0
168,0,1,0,2,1,0,0,0,2,1,2,9,2,0,0,8,0,0,0,0,1,0,6,1,0,5,0,0,2,1,0,0,8,0,0,0,2,0,1,0,0,3,0,9,0,2,0,0
169,0,1,0,2,2,0,0,0,2,1,4,9,1,0,0,8,0,0,0,0,0,0,6,1,0,5,0,0,2,1,0,0,8,0,1,0,2,0,2,0,0,2,0,9,0,3,0,0
170,0,1,0,1,2,0,0,0,2,1,4,9,1,0,0,8,0,0,0,0,0,0,6,1,0,5,0,0,2,1,0,0,8,0,2,0,2,0,2,0,0,2,0,8,0,2,0,0
171,0,1,0,1,2,0,0,1,2,1,4,9,0,0,0,8,0,0,0,0,0,0,6,1,0,5,0,0,2,1,0,0,8,0,2,0,2,0,2,0,0,2,0,8,1,2,0,0
172,0,1,0,0,2,0,0,1,2,1,4,9,0,0,0,8,0,0,0,0,0,0,6,0,0,5,0,0,2,1,0,1,8,0,2,0,2,0,2,0,0,2,0,7,1,2,0,0
173,0,1,0,0,1,0,0,1,1,1,4,9,0,0,0,8,0,0,0,0,0,0,7,0,0,5,0,0,2,1,0,1,8,0,2,0,3,0,3,0,0,1,0,6,2,2,0,0
174,0,0,0,0,1,0,0,2,1,0,3,9,0,0,1,8,0,0,0,0,0,0,7,0,0,5,0,0,1,1,0,2,9,0,2,0,3,0,3,0,0,0,0,6,2,1,0,0
175,1,0,0,0,1,1,0,2,0,0,3,9,0,0,1,8,0,0,0,0,0,0,8,0,0,5,0,0,1,1,0,2,9,0,2,0,3,0,5,0,0,0,0,6,2,1,0,0
176,1,0,0,0,1,1,0,2,0,0,3,9,0,0,1,8,0,0,0,0,0,0,8,1,0,5,0,0,0,1,0,2,10,0,2,0,3,0,4,0,0,0,0,5,2,1,0,0
177,1,0,0,0,2,2,0,2,0,0,1,9,0,0,1,8,0,0,0,0,0,0,8,1,0,5,0,0,0,1,0,2,10,0,1,0,3,0,5,0,0,0,0,5,2,0,0,0
178,2,0,0,0,1,2,0,2,0,0,1,9,0,0,1,8,0,0,0,0,0,0,8,1,0,6,0,0,0,1,0,2,10,0,1,0,3,0,5,0,0,0,0,5,3,0,0,0
179,3,0,0,0,2,2,0,2,0,0,1,9,0,0,2,8,0,0,0,0,1,0,8,1,0,6,0,0,0,1,0,2,11,0,0,0,3,0,4,0,0,0,0,5,3,0,0,0
180,3,0,0,0,2,2,0,2,0,0,0,9,0,0,2,8,0,0,0,0,2,0,8,1,0,7,0,0,0,1,0,1,11,0,0,0,3,0,4,0,0,0,0,5,3,0,0,0
181,4,0,0,0,2,2,0,2,0,0,0,7,0,0,2,6,0,0,0,0,2,0,6,1,0,5,0,0,0,0,0,0,9,0,1,0,2,0,4,0,1,0,0,5,3,0,0,0
182,4,0,0,0,2,2,0,2,0,0,0,7,0,0,2,6,0,0,0,0,2,0,6,1,0,5,0,0,0,0,0,0,9,0,2,0,2,0,3,0,1,0,0,5,3,0,0,0
183,4,0,0,0,2,1,0,2,0,0,0,7,0,0,1,6,1,0,0,0,3,0,6,1,1,5,0,0,0,0,1,0,9,0,2,0,2,0,3,0,1,0,0,5,2,0,0,1
184,4,0,0,0,2,1,0,2,0,0,1,5,0,0,1,4,1,0,0,0,3,0,6,0,1,4,0,0,0,0,1,1,8,0,2,0,0,0,2,0,2,0,0,5,2,0,0,1
185,3,0,0,0,2,1,0,2,0,0,1,5,0,0,1,5,1,0,1,0,3,0,4,0,1,3,0,0,1,1,1,2,8,0,2,0,0,0,1,0,2,0,0,5,2,0,0,2
186,3,0,0,0,2,1,0,2,0,0,1,5,0,0,1,5,2,0,2,1,4,0,4,0,2,3,0,0,2,1,2,3,7,0,2,0,1,0,0,0,2,0,0,5,1,0,0,2
187,1,0,0,1,2,1,0,2,0,0,1,3,0,1,1,3,2,0,2,2,4,0,2,0,3,2,0,0,2,2,2,3,7,0,2,0,1,0,0,0,2,1,0,5,1,0,0,2
188,1,0,0,1,2,1,0,2,0,0,1,3,0,1,1,3,2,0,2,2,5,0,2,0,4,1,0,1,2,2,3,3,7,0,2,0,1,0,0,0,2,2,0,5,0,0,0,2
189,1,0,0,2,2,1,0,2,0,1,1,2,0,1,1,3,2,0,4,3,5,0,1,0,4,0,0,1,2,2,3,3,6,0,1,0,1,0,0,0,2,2,0,5,0,0,0,2
190,0,0,0,3,2,1,0,2,0,2,1,1,0,2,1,3,2,0,4,3,5,0,1,0,3,0,0,1,2,2,3,3,5,0,1,0,1,0,0,0,2,2,0,5,0,0,0,2
191,0,0,0,4,2,1,0,2,0,2,1,1,0,2,1,3,2,0,4,3,5,0,1,0,3,0,0,2,2,2,3,3,4,0,1,0,1,0,0,0,2,2,0,6,0,0,0,1
192,0,0,0,4,2,1,0,2,0,2,1,1,0,2,1,3,2,0,4,4,5,0,1,0,3,0,0,2,2,2,3,3,4,0,1,0,1,0,0,0,2,2,0,6,0,0,0,1
193,0,0,0,4,2,1,0,2,0,2,1,2,0,2,1,3,2,0,3,4,6,0,1,0,2,0,0,2,2,2,3,3,3,0,0,0,1,0,0,0,2,2,0,6,1,0,0,1
194,0,0,0,4,2,0,0,2,0,2,1,2,0,2,1,2,2,0,3,5,6,0,1,0,1,0,0,2,2,2,2,3,3,0,0,0,0,0,0,0,2,2,0,7,1,0,0,0
195,0,0,0,4,3,0,0,2,0,2,2,2,0,2,2,2,2,0,2,4,5,0,1,0,2,0,0,2,3,2,2,3,2,0,0,0,0,0,0,0,2,3,0,7,1,0,0,0
196,0,0,0,3,3,0,0,2,0,2,3,3,0,2,2,2,2,0,2,5,5,0,1,0,1,0,0,2,2,1,2,3,2,0,0,0,0,0,0,0,2,2,0,7,2,0,0,0
197,0,0,0,2,4,0,0,2,0,2,3,3,0,2,3,1,2,0,1,4,4,1,1,0,2,0,1,2,2,1,2,3,1,0,0,0,0,0,1,0,2,2,0,7,2,0,0,0
198,0,0,0,2,4,0,0,3,0,1,3,3,0,1,3,1,2,0,0,4,5,1,1,0,2,0,2,2,2,0,2,3,1,1,0,0,0,0,1,0,2,3,0,7,2,0,0,0
199,0,0,0,0,4,0,1,3,0,1,4,3,0,1,4,1,2,0,0,4,5,2,1,0,2,0,2,2,2,0,2,3,0,1,0,0,0,0,1,0,2,2,0,7,2,0,0,1
200,1,0,0,0,4,0,1,3,0,1,3,3,0,1,5,1,2,0,0,4,6,2,1,0,2,0,2,2,2,0,1,3,0,2,0,0,0,0,2,0,2,2,0,7,2,0,0,1
201,1,0,1,0,4,0,2,4,0,1,3,3,0,0,5,0,2,0,0,2,6,2,1,0,2,0,2,2,2,0,2,3,0,2,0,0,0,0,2,0,2,2,0,7,1,0,1,2
202,1,0,1,0,4,0,2,4,0,0,3,3,0,0,5,0,2,0,0,2,8,3,1,1,2,0,2,2,1,0,2,3,0,2,0,0,0,0,2,0,3,3,0,7,1,0,2,2
203,1,0,1,0,4,0,2,4,0,0,2,2,0,0,6,0,2,0,0,1,8,3,2,1,2,1,2,2,1,0,2,3,0,2,0,0,0,0,2,0,3,2,0,7,1,0,2,2
204,2,0,2,0,4,0,2,4,0,0,1,2,0,0,6,0,2,0,0,1,8,4,2,1,1,1,2,2,1,0,2,3,0,2,0,0,0,0,2,0,3,2,0,7,0,0,2,2
205,3,0,2,0,4,0,2,4,0,0,1,1,0,0,6,0,2,0,0,0,8,4,2,2,0,1,1,2,0,0,1,3,0,2,0,0,0,0,2,0,4,1,0,7,0,0,2,2
206,3,0,2,0,4,0,2,4,0,0,2,0,0,0,6,1,2,0,0,0,8,3,2,3,0,1,1,2,0,0,1,3,0,2,0,0,0,0,1,0,4,1,0,7,0,0,2,2
207,3,0,2,0,4,0,1,4,0,0,2,0,0,0,6,1,2,0,0,0,8,3,2,3,0,2,1,2,0,0,1,3,0,2,0,0,0,0,1,1,5,1,0,7,0,0,2,2
208,3,0,2,0,4,0,0,4,1,0,3,0,0,0,6,2,2,0,0,1,8,3,1,4,0,2,0,2,0,0,1,3,0,2,0,0,0,0,1,1,5,1,0,7,0,0,2,1
209,2,0,1,0,4,0,0,4,1,0,2,0,0,0,5,2,2,0,0,1,8,3,1,4,1,2,0,2,0,0,0,3,0,2,0,0,0,0,1,1,6,1,0,7,0,0,1,1
210,3,0,1,1,4,0,0,4,1,0,2,0,0,0,5,2,2,0,1,1,8,3,1,4,1,2,0,2,0,0,0,3,0,2,0,0,0,0,0,2,6,2,0,7,1,0,1,1
211,3,0,1,1,4,0,0,4,1,0,3,0,0,0,4,2,2,0,2,2,8,2,0,3,1,2,0,2,0,0,0,3,0,2,0,0,1,0,0,2,6,1,0,7,1,0,1,0
212,2,0,0,1,4,0,0,4,1,0,3,0,1,0,3,2,2,0,2,2,8,2,0,3,2,1,0,2,0,0,0,3,0,2,0,0,1,0,0,2,6,1,0,7,1,0,1,0
213,2,0,0,1,4,0,0,4,2,0,3,0,1,0,3,2,2,0,3,2,8,3,0,2,2,1,0,2,0,0,0,3,0,2,0,0,1,0,0,2,6,1,0,7,2,0,0,0
214,1,0,0,2,4,0,0,4,2,0,2,0,2,0,2,2,2,0,3,2,8,2,0,2,2,1,0,2,0,0,0,3,0,2,0,0,1,0,0,2,6,1,0,7,2,0,0,0
215,1,0,0,2,4,0,0,4,2,0,2,0,3,0,1,1,2,0,4,2,8,2,0,1,2,0,0,2,0,0,0,3,0,1,0,0,1,0,0,2,6,1,0,7,2,1,0,0
216,1,0,0,3,4,0,0,4,3,0,2,0,3,0,1,1,2,0,4,2,9,3,0,1,2,0,0,2,0,0,0,3,0,1,0,0,3,0,0,1,6,1,0,7,2,2,0,0
217,1,0,0,2,4,0,0,4,2,0,2,0,4,0,1,0,2,0,3,1,9,3,0,0,1,0,1,2,0,0,0,3,0,1,0,0,3,0,0,1,6,1,0,7,2,2,0,0
218,1,0,0,2,4,0,0,4,2,0,2,0,4,0,0,0,2,0,3,1,9,2,0,0,1,0,1,2,0,0,0,3,0,1,0,0,3,0,0,1,6,0,0,7,1,2,0,0
219,1,0,0,2,4,0,0,5,2,0,3,1,4,0,0,0,2,0,3,1,10,3,0,0,1,0,2,2,0,0,0,3,0,0,0,0,3,0,0,1,8,0,0,7,1,2,0,0
220,0,0,0,1,4,0,0,5,2,0,2,1,3,0,0,0,2,0,2,0,10,3,0,0,1,0,2,2,0,0,0,3,0,0,0,1,3,0,0,0,8,0,0,7,1,2,0,0
221,0,0,0,1,4,0,0,6,2,0,2,1,3,0,0,0,3,0,2,0,10,3,0,0,0,0,2,2,0,0,0,3,0,0,0,1,3,0,0,0,8,0,0,7,1,2,1,0
222,0,0,0,2,4,1,1,6,2,0,2,1,2,0,0,0,3,0,2,0,10,4,0,0,0,0,3,2,0,0,0,3,0,0,1,2,3,0,0,0,8,0,0,7,0,2,1,0
223,0,0,0,2,4,1,1,6,2,0,2,2,2,0,0,0,4,0,1,0,10,3,0,0,0,0,4,2,0,0,0,3,0,0,1,2,3,0,0,0,9,0,0,7,0,1,1,0
224,0,0,0,1,4,1,1,6,2,0,1,2,1,0,0,0,4,0,1,0,10,4,0,0,0,0,5,2,0,0,0,3,0,0,1,2,3,0,0,0,10,0,0,7,0,1,1,0
225,0,0,1,1,4,2,1,6,2,0,1,2,1,0,0,0,5,0,1,0,10,3,0,0,0,0,6,2,0,0,0,3,0,0,1,2,3,0,0,0,10,0,0,7,0,1,2,0
226,0,0,1,1,2,2,1,4,2,0,1,2,0,0,0,0,3,0,1,0,8,3,0,0,0,0,6,1,0,0,0,1,0,0,1,2,3,0,0,0,8,0,0,6,0,0,2,0
227,0,0,2,1,2,2,1,4,3,0,0,2,0,0,0,0,3,0,1,0,8,3,0,0,1,1,5,1,0,0,0,1,0,0,1,2,3,0,0,0,8,0,0,6,0,0,3,0
228,0,0,2,1,2,2,1,4,3,0,0,1,0,0,0,1,3,0,2,0,8,2,0,0,1,1,5,1,0,0,0,1,1,0,1,2,3,0,0,0,8,0,0,6,0,0,3,0
229,0,0,2,1,1,1,1,3,3,0,0,1,0,0,0,1,3,0,2,0,7,2,0,0,2,2,5,0,0,0,0,0,1,1,1,2,3,0,0,1,6,0,0,5,0,0,4,0
230,0,0,2,1,0,1,0,4,3,1,0,1,0,0,0,2,3,2,2,0,7,1,0,0,2,2,4,2,0,0,2,0,2,1,0,2,3,0,0,1,6,0,0,5,0,0,4,0
231,0,0,2,1,0,1,0,4,3,1,0,1,0,0,0,3,2,2,3,0,8,1,0,0,2,2,4,2,0,0,2,0,3,1,0,1,3,0,0,2,6,0,0,5,1,0,3,0
232,0,0,2,2,0,1,0,3,3,1,0,0,0,0,0,3,3,3,3,0,7,1,0,0,2,2,2,4,0,0,2,1,3,1,0,0,3,0,0,2,4,0,0,4,1,0,3,0
233,0,0,2,2,1,0,1,3,3,1,0,0,0,0,0,4,3,3,4,0,7,1,0,0,2,2,2,4,1,0,2,1,4,1,0,0,4,0,0,2,4,0,0,4,1,0,3,0
234,0,0,2,2,1,0,1,2,3,1,0,0,0,0,0,4,3,3,4,0,6,0,0,0,2,2,0,6,1,0,2,2,4,1,0,0,4,0,0,3,2,0,0,3,1,0,2,0
235,0,0,1,2,2,0,1,1,3,1,0,1,0,0,0,4,2,3,4,0,6,0,0,0,2,2,0,6,2,0,2,2,4,1,0,0,4,0,0,3,2,0,0,3,1,0,2,0
236,0,0,1,2,2,0,1,2,2,1,0,2,0,0,0,3,2,3,5,0,6,0,0,0,1,2,0,7,2,0,2,2,5,1,0,0,4,1,0,4,0,0,0,3,1,0,2,0
237,0,0,1,2,2,0,1,1,1,1,0,2,0,0,0,3,2,3,5,0,5,0,0,0,1,2,0,6,2,0,1,2,5,1,0,0,4,1,0,4,0,0,1,3,1,0,2,0
238,0,1,0,1,2,0,1,1,1,0,0,3,0,0,0,3,1,2,5,0,5,0,0,0,1,2,0,6,2,0,0,2,5,2,0,0,4,1,0,4,0,0,1,3,1,0,1,0
239,0,1,0,1,1,1,2,2,1,0,0,3,0,0,0,3,1,2,5,0,5,0,0,0,0,2,0,5,4,0,0,2,5,2,0,0,4,2,0,3,0,0,1,3,0,0,1,0
240,0,2,0,1,1,1,2,3,0,0,0,4,0,0,0,3,0,0,5,0,4,0,0,0,0,2,0,4,4,0,0,1,5,3,1,0,4,2,0,3,0,0,2,3,0,0,1,0
241,0,2,0,1,1,1,2,4,0,0,0,4,0,1,0,3,1,0,5,0,5,0,0,0,0,2,0,3,5,0,0,1,5,3,1,0,4,2,0,2,0,0,2,3,0,0,0,0
242,0,2,0,0,0,2,3,4,0,0,0,4,0,2,0,2,1,0,5,0,5,0,0,0,0,2,0,3,5,1,0,1,5,3,2,0,4,2,0,1,1,0,2,3,0,0,0,0
243,0,2,0,0,0,2,2,3,0,0,0,4,0,3,0,2,1,0,5,0,5,0,0,0,0,4,0,2,5,1,0,1,5,3,2,0,4,2,0,1,1,0,2,3,0,0,0,0
244,0,2,0,0,0,2,2,4,0,1,0,4,0,3,0,2,2,0,5,0,6,0,0,0,0,5,0,1,5,1,0,1,5,3,2,0,5,2,0,0,1,0,3,3,0,0,0,0
245,0,2,0,0,0,2,2,4,0,1,0,4,0,4,0,2,2,0,5,0,5,0,0,0,0,5,0,1,4,1,0,1,5,3,3,0,5,2,0,0,2,0,3,3,0,0,0,0
246,0,2,0,0,0,1,2,3,0,1,0,4,0,5,0,2,2,0,5,0,5,0,0,0,0,6,0,1,4,1,0,1,5,3,3,0,5,1,0,0,2,0,3,3,0,0,0,0
247,0,2,0,0,0,1,1,3,0,2,0,5,0,5,0,2,2,0,5,0,4,0,0,0,0,6,0,0,4,1,0,1,5,2,4,1,5,1,0,0,2,0,3,3,0,0,0,1
248,0,1,1,0,0,1,1,2,0,3,0,6,0,5,0,2,1,0,5,0,5,0,0,0,0,6,0,0,3,1,0,1,5,1,4,1,5,1,0,0,2,0,3,3,0,0,0,1
249,0,1,1,0,0,0,1,2,0,3,0,6,0,4,0,2,1,0,5,0,3,0,0,0,0,6,0,0,2,1,0,1,5,1,4,2,5,1,0,0,2,0,3,3,0,0,0,1
250,0,1,1,0,0,0,0,1,0,3,0,6,0,5,0,2,1,0,5,0,3,0,0,0,1,6,0,0,2,1,1,1,6,1,4,2,5,1,0,0,2,0,2,4,1,0,0,2
251,0,0,2,0,1,0,0,1,0,3,0,7,0,4,0,3,1,0,5,1,2,0,0,0,1,7,0,0,1,1,1,0,6,1,5,2,5,1,0,0,2,0,1,4,1,0,0,2
252,0,0,2,1,1,0,0,1,0,3,0,7,0,4,0,3,0,0,6,1,1,0,0,0,1,7,0,0,1,1,1,0,6,0,4,2,5,1,0,0,1,0,1,4,1,0,0,2
253,0,0,2,1,1,0,0,0,0,3,0,8,0,3,0,4,0,0,6,1,1,0,0,0,2,7,0,0,0,2,2,0,7,0,4,2,5,2,0,0,1,0,0,5,2,1,0,2
254,0,0,2,2,2,0,0,0,0,2,0,8,0,3,0,4,0,0,7,1,1,0,0,0,2,7,0,0,0,2,2,0,8,0,3,1,5,2,0,0,1,0,0,4,2,1,0,2
255,0,0,2,2,2,0,0,0,0,2,0,8,0,2,0,4,0,0,7,2,0,0,0,0,2,8,0,0,0,2,2,0,9,0,3,1,5,2,0,0,0,0,0,4,2,2,0,2
256,0,0,1,2,2,0,0,0,0,1,0,8,0,1,0,4,0,0,7,2,0,0,0,0,2,8,0,0,0,3,2,0,10,0,3,1,5,2,0,0,0,0,0,5,2,2,0,1
257,0,0,1,3,2,0,0,0,0,1,0,8,0,1,0,4,0,0,7,2,0,0,0,0,2,8,0,0,0,3,2,0,11,0,3,1,5,1,0,0,0,0,0,4,2,2,0,3
258,0,0,2,3,2,0,0,0,0,0,0,8,0,1,0,4,0,0,7,2,0,0,0,1,1,8,0,0,0,3,1,0,11,0,2,1,5,1,0,0,0,0,0,4,2,2,0,2
259,0,0,1,4,1,0,0,0,0,0,0,8,1,1,0,4,0,0,7,2,0,0,0,1,1,8,0,0,0,3,1,0,11,0,2,1,5,1,0,0,0,1,0,4,1,2,0,2
260,0,0,1,4,1,0,0,0,0,0,0,8,1,0,0,4,0,0,7,2,0,0,0,2,1,8,0,0,0,3,1,0,12,0,2,1,5,1,0,0,0,1,0,4,1,2,0,2
261,0,0,1,4,1,0,0,0,0,0,0,8,2,0,0,4,0,0,7,2,0,0,0,2,0,8,0,0,0,3,0,0,12,0,1,1,5,1,0,0,0,1,2,4,1,2,0,2
262,0,0,2,4,1,0,0,0,0,0,0,8,2,0,0,4,0,0,7,2,0,0,0,2,0,8,0,0,0,3,0,0,12,0,1,0,5,1,0,0,0,1,2,3,0,0,0,2
263,0,0,2,5,0,0,0,1,0,0,0,8,2,0,0,4,0,1,7,2,0,0,1,2,0,8,0,0,0,3,0,0,13,0,1,0,5,0,0,0,0,2,2,3,0,0,0,2
264,0,0,2,4,0,0,0,1,0,0,0,8,2,0,0,4,0,1,7,1,0,0,1,2,0,8,0,0,0,3,0,0,13,0,0,0,5,0,0,0,0,2,2,3,0,1,2,2
265,0,0,2,4,0,0,0,2,0,0,0,8,2,0,0,4,0,2,7,1,0,0,2,2,0,8,0,0,0,3,0,0,14,0,0,0,5,0,0,0,1,2,2,2,0,1,2,1
266,0,0,1,4,0,0,0,2,0,0,0,8,2,0,0,4,0,2,7,1,0,0,2,1,0,8,0,0,0,3,0,0,14,0,0,0,5,0,0,0,2,2,2,2,0,2,2,0
267,0,0,1,3,0,0,0,2,0,0,0,8,2,0,0,4,0,2,7,1,0,0,2,1,0,8,0,0,0,4,0,0,14,0,0,0,6,0,0,0,2,1,2,1,0,2,2,0
268,0,0,1,3,0,0,0,3,0,0,0,8,1,0,0,4,0,2,7,0,0,0,2,0,0,8,0,0,0,5,0,0,15,0,0,0,6,0,0,0,2,1,2,1,0,2,2,0
269,0,0,1,2,0,0,0,3,0,0,0,8,1,0,0,4,0,2,7,0,0,1,2,0,0,8,0,0,0,5,0,1,15,0,0,0,6,0,0,0,2,1,1,0,0,2,2,0
270,0,0,1,2,0,0,0,3,0,0,0,8,1,0,0,4,0,2,7,0,0,1,1,0,0,8,0,0,0,5,0,1,15,0,0,0,7,0,0,0,2,1,0,0,0,2,2,0
271,0,0,1,2,0,0,0,3,0,0,0,6,0,0,0,3,0,2,5,0,0,2,1,0,0,7,0,0,0,4,0,2,13,0,0,0,5,0,0,1,2,0,0,0,0,1,1,0
272,0,0,0,1,0,0,0,3,0,0,0,6,0,0,0,3,0,2,5,0,0,2,0,0,0,7,0,0,0,4,0,2,13,0,0,0,5,0,0,2,2,0,0,0,0,1,1,0
